Epoch,Phase,Train_Total_Loss,Train_Main_OHEM_Loss,Train_Aux_Loss,Validation_Loss,Train_mIoU,Validation_mIoU,Train_mAcc,Validation_mAcc,Train_aAcc,Validation_aAcc,Train_Precision_Macro,Validation_Precision_Macro,Train_Recall_Macro,Validation_Recall_Macro,Train_F1_Macro,Validation_F1_Macro,Train_Precision_Micro,Validation_Precision_Micro,Train_Recall_Micro,Validation_Recall_Micro,Train_F1_Micro,Validation_F1_Micro,Learning_Rate,AMP_Scale,AMP_Overflow_Skips,Epoch_Time_sec,Cumulative_Training_Time
110,train/val,1.2177584657202596,0.9199729911659075,0.7444636787733306,0.3195332440862493,57.545098825122764,57.55999742632733,67.28949379650678,67.99802220177497,88.04202255846889,89.48019521751634,73.30599704951682,72.40706722704776,67.28949379650678,67.99802220177497,69.12507430024816,68.75637838598759,88.04202255846889,89.48019521751634,88.04202255846889,89.48019521751634,88.04202255846889,89.48019521751634,0.0007930941409734254,16384.0,0,17.143372297286987,0:31:44
111,train/val,1.214912331946518,0.9123746082186699,0.7563442869678787,0.3024167632592075,58.60140612970981,58.815441702085046,67.80678867226506,67.66866549081887,88.15629123284492,90.12184301978458,75.34268366186019,74.76759856097601,67.80678867226506,67.66866549081887,70.04167956399685,69.83830413657165,88.15629123284492,90.12184301978458,88.15629123284492,90.12184301978458,88.15629123284492,90.12184301978458,0.0007911858641027339,16384.0,0,17.32347083091736,0:32:02
112,train/val,1.1904611214995384,0.9014525141405022,0.7225214981514474,0.2992003332433393,58.0279053940677,59.196336345624566,67.38610462403419,68.22951557946885,88.3490002342651,90.22684060688636,74.27293487284433,75.23063209477985,67.38610462403419,68.22951557946885,69.44502300657226,70.17627254533419,88.3490002342651,90.22684060688636,88.3490002342651,90.22684060688636,88.3490002342651,90.22684060688636,0.0007892770756931706,16384.0,0,17.389325618743896,0:32:19
113,train/val,1.2766760772337085,0.9619277748076812,0.7868707401920919,0.4612720870175844,57.078985139406136,51.35530497593949,66.81358678330773,65.11712467866994,87.33433894422114,85.70680346849394,73.0828272372618,64.10166693575854,66.81358678330773,65.11712467866994,68.85398038672675,63.466954909197824,87.33433894422114,85.70680346849394,87.33433894422114,85.70680346849394,87.33433894422114,85.70680346849394,0.0007873677742323071,16384.0,0,17.474411249160767,0:32:37
114,train/val,1.1916615405808324,0.9037711367658947,0.7197259920446769,0.2977744404598734,58.13484321535536,59.284525590898106,67.66981491029755,68.73885618421342,88.3476161159077,90.27000957671115,73.70271095697251,74.37805538701052,67.66981491029755,68.73885618421342,69.59234856229023,70.17689822577931,88.3476161159077,90.27000957671115,88.3476161159077,90.27000957671115,88.3476161159077,90.27000957671115,0.0007854579581991562,16384.0,0,17.238741636276245,0:32:54
115,train/val,1.2469194110320962,0.9357340442745582,0.7779633932463501,0.3040349675810126,58.19413900145675,58.88493863160873,67.86741196416672,67.73843430766739,88.06806892894768,90.0732543891653,74.27365438086302,74.89237092789132,67.86741196416672,67.73843430766739,69.79910030820253,69.94440474101327,88.06806892894768,90.0732543891653,88.06806892894768,90.0732543891653,88.0680689289477,90.0732543891653,0.0007835476260640976,16384.0,0,17.39233112335205,0:33:11
116,train/val,1.216951336549676,0.9178123347785162,0.7478474911464297,0.29401635772345036,58.157244427239974,59.61008295447928,67.634199893831,68.26759265487615,88.36567440909019,90.3005598561499,74.11507283235245,75.27850048395266,67.634199893831,68.26759265487615,69.66663144298695,70.53267393769225,88.36567440909019,90.3005598561499,88.36567440909019,90.3005598561499,88.36567440909019,90.3005598561499,0.0007816367762888065,16384.0,0,17.45979070663452,0:33:29
117,train/val,1.1949013199495233,0.9023942066275555,0.7312677640305912,0.3053859840389507,58.50305068831262,58.39882595160366,67.91205348483153,67.40218589077895,88.24396541605121,89.87988593356326,74.63927903158698,74.40455750141474,67.91205348483153,67.40218589077895,70.07622582283857,69.46823798087264,88.24396541605121,89.87988593356326,88.24396541605121,89.87988593356326,88.24396541605122,89.87988593356326,0.0007797254073261822,16384.0,0,17.331477642059326,0:33:46
118,train/val,1.1672770468437152,0.8820391012274701,0.7130948564280634,0.30099769034686497,58.77641210621674,59.11503830515941,68.142723719667,68.35691818162641,88.55816893688618,90.04905349071751,74.88201844510186,74.79572498748438,68.142723719667,68.35691818162641,70.19613521419011,70.10551481963557,88.55816893688618,90.04905349071751,88.55816893688618,90.04905349071751,88.55816893688618,90.04905349071751,0.0007778135176202719,16384.0,0,17.295528650283813,0:34:03
119,train/val,1.1800641537360523,0.889500030680843,0.7264103031028871,0.3031774150381056,59.720487451733476,58.39446557256668,68.86764632440776,67.97116891675198,88.73649754692234,90.02897331384231,76.2284478558128,74.03634319029901,68.86764632440776,67.97116891675198,71.03445807603383,69.49309311750382,88.73649754692234,90.02897331384231,88.73649754692234,90.02897331384231,88.73649754692234,90.02897331384231,0.0007759011056061965,16384.0,0,17.070751190185547,0:34:20
120,train/val,1.1988189515212309,0.9098461921448293,0.7224318926101145,0.2943200403718391,58.54792606091569,59.55432409168754,68.15572995362909,68.84249078859273,88.25958574186154,90.27282987625453,74.43518667697032,75.20566524157445,68.15572995362909,68.84249078859273,70.0266982535323,70.537405602658,88.25958574186154,90.27282987625453,88.25958574186154,90.27282987625453,88.25958574186154,90.27282987625453,0.0007739881697100733,16384.0,0,17.275205612182617,0:34:38
121,train/val,1.1908791408590649,0.9080441960174104,0.7070873491466045,0.2886057639482681,58.830859749184306,59.77849822042726,68.03698505769039,68.73542327372985,88.48843395953577,90.51687475519778,75.5855505153809,76.06098039353246,68.03698505769039,68.73542327372985,70.30605594421772,70.62657207299368,88.48843395953577,90.51687475519778,88.48843395953577,90.51687475519778,88.48843395953578,90.51687475519778,0.0007720747083489429,16384.0,0,17.115641117095947,0:34:55
122,train/val,1.2306129725083061,0.9368623018912647,0.7343766635850719,0.30622805398812525,58.92946808855961,58.71506713753361,68.66586657942943,68.35461553961214,87.98943623846854,89.88366857506442,74.722676073958,74.25744576999365,68.66586657942943,68.35461553961214,70.5266168433387,69.82772705587054,87.98943623846854,89.88366857506442,87.98943623846854,89.88366857506442,87.98943623846854,89.88366857506442,0.0007701607199306884,16384.0,0,17.378085374832153,0:35:12
123,train/val,1.1782797506969909,0.9022011057190273,0.6901965998113155,0.3051658108983966,59.63860777811363,58.8968408488111,68.79155724421153,68.6951068684957,88.77501641429198,90.02553468364194,75.78564688729375,73.78204229567433,68.79155724421153,68.6951068684957,70.90762382685998,69.97642276312322,88.77501641429198,90.02553468364194,88.77501641429198,90.02553468364194,88.77501641429198,90.02553468364194,0.0007682462028539565,16384.0,0,17.34539794921875,0:35:29
124,train/val,1.165175476151964,0.8854783420329508,0.699242814241544,0.2897019628624973,59.779545577431506,60.112647944372945,69.13919368812738,69.18031471772264,88.86698181244317,90.41588816192612,75.81043330764217,75.53149522579506,69.13919368812738,69.18031471772264,71.15071735386462,70.97837080189319,88.86698181244317,90.41588816192612,88.86698181244317,90.41588816192612,88.86698181244317,90.41588816192612,0.0007663311555080822,16384.0,0,17.228460788726807,0:35:47
125,train/val,1.1501869569006173,0.8796216265662856,0.6764133162796497,0.28899017908438723,60.005653227106,59.97752330260361,69.0528943545717,69.53154438323853,89.14609229906065,90.43493185647701,76.36236703401626,75.02479272443497,69.0528943545717,69.53154438323853,71.3333481158465,70.82567367816924,89.14609229906065,90.43493185647701,89.14609229906065,90.43493185647701,89.14609229906065,90.434931856477,0.0007644155762730047,16384.0,0,17.313538789749146,0:36:04
126,train/val,1.2176528142198273,0.9264210193701412,0.7280794694695784,0.30257042496108927,59.177435700370516,59.533546893958345,68.80356242138276,69.58856392290103,88.0615494107911,90.09476547511483,75.18787812825754,73.99538400650452,68.80356242138276,69.58856392290103,70.65794798345675,70.5960301257995,88.0615494107911,90.09476547511483,88.0615494107911,90.09476547511483,88.0615494107911,90.09476547511483,0.0007624994635191883,16384.0,0,17.358386993408203,0:36:21
127,train/val,1.212668474925601,0.9250241984491763,0.7191106787194376,0.2845758038539497,58.635212313953446,60.367483315745815,68.3384212142133,69.2693003126979,87.9175701062835,90.65778445304686,74.86339796155072,76.90837187482683,68.3384212142133,69.2693003126979,70.37308713663111,71.14943008557148,87.9175701062835,90.65778445304686,87.9175701062835,90.65778445304686,87.9175701062835,90.65778445304686,0.0007605828156075389,16384.0,0,17.389930486679077,0:36:39
128,train/val,1.2042728983189748,0.909573056127714,0.7367495845841324,0.31429758276826636,59.425456062681334,58.83934304036741,68.90182313839925,69.43346522296247,88.30906786652423,89.63444425011431,75.51955782331314,73.0414285925815,68.90182313839925,69.43346522296247,70.9256111914589,70.21283222290022,88.30906786652423,89.63444425011431,88.30906786652423,89.63444425011431,88.30906786652423,89.63444425011431,0.0007586656308893229,16384.0,0,17.251790285110474,0:36:56
129,train/val,1.1788659516883933,0.8954131357047869,0.7086320367196332,0.29204019073739934,59.684988613838655,60.24395200405333,69.21362787197224,69.23561529544095,88.5102020601933,90.35471791110406,75.50439196458089,75.71961433796311,69.21362787197224,69.23561529544095,71.14272966709382,71.3471220711153,88.5102020601933,90.35471791110406,88.5102020601933,90.35471791110406,88.5102020601933,90.35471791110406,0.0007567479077060821,16384.0,0,17.25623083114624,0:37:13
130,train/val,1.1638562889850657,0.8917255048518595,0.6803269415445949,0.28079090153499475,59.48310412909357,60.85550987496413,68.85511991006082,69.70585047864544,88.47286893372464,90.71738589371282,76.03111087646288,77.03307588583573,68.85511991006082,69.70585047864544,70.99604794619407,71.69932615796462,88.47286893372464,90.71738589371282,88.47286893372464,90.71738589371282,88.47286893372464,90.71738589371282,0.0007548296443895482,32768.0,0,17.157803773880005,0:37:30
