epoch,phase,train_total_loss,train_main_loss,train_aux_loss,train_miou,train_macc,train_aacc,val_total_loss,val_miou,val_macc,val_aacc,learning_rate,epoch_time_sec,total_training_time_str,train_Precision_Macro,train_Recall_Macro,train_F1_Macro,train_Precision_Micro,train_Recall_Micro,train_F1_Micro,val_Precision_Macro,val_Recall_Macro,val_F1_Macro,val_Precision_Micro,val_Recall_Micro,val_F1_Micro,amp_overflow_skips,amp_scale
11,train/val,5.444891950358515,3.171206323996834,5.68421397001847,26.602943976017812,37.23414000855237,65.23187831970937,1.33853240228726,28.602808073693538,38.829454313615535,69.07044513653653,0.0009797023790459305,17.119648933410645,0:03:14,35.975237887755505,37.23414000855237,35.64561722524039,65.23187831970937,65.23187831970937,65.23187831970937,37.45519764171085,38.829454313615535,37.12971751301584,69.07044513653653,69.07044513653653,69.07044513653653,0,8192.0
12,train/val,5.2394915404527085,3.081290868313416,5.395501568265583,27.708351303672746,38.22977575465801,66.69407456636274,1.2921108579753051,29.657453276665414,40.53335855126401,70.25536833712573,0.0009778384360878754,17.212538719177246,0:03:31,36.901961892772825,38.22977575465801,36.76732937477215,66.69407456636274,66.69407456636274,66.69407456636274,38.72335090541789,40.53335855126401,38.33720167186767,70.25536833712573,70.25536833712573,70.25536833712573,0,8192.0
13,train/val,4.907396285430244,2.8877005926940753,5.049239159926124,28.241945147345803,38.685606408017236,67.96029333266186,1.058221208385661,32.18459023412733,42.44727917268959,73.94399095665464,0.0009759740982654733,17.07123374938965,0:03:48,37.486558547410205,38.685606408017236,37.46461566244431,67.96029333266186,67.96029333266186,67.96029333266186,40.85752785598535,42.44727917268959,40.83218286667272,73.94399095665464,73.94399095665464,73.94399095665464,0,8192.0
14,train/val,4.723423527634662,2.845411915494048,4.695028971070829,29.47285459968876,39.958525109924395,69.01371699334676,1.0020683206814034,32.99894839537066,43.216334287415954,75.28337967971214,0.0009741093646566256,17.14966344833374,0:04:06,38.924412330881566,39.958525109924395,38.99007326266439,69.01371699334676,69.01371699334676,69.01371699334676,41.93947504682781,43.216334287415954,41.81304056720469,75.28337967971214,75.28337967971214,75.28337967971214,0,8192.0
15,train/val,4.339302576106528,2.6366845615532086,4.256544996862826,30.815788377605962,41.242404446423905,70.95841624704863,0.9301334613712751,33.839327036984315,43.52708385687366,76.7254112918299,0.0009722442343351136,17.024916887283325,0:04:23,40.545906348469764,41.242404446423905,40.50473375051256,70.95841624704863,70.95841624704863,70.95841624704863,42.52592398353915,43.52708385687366,42.55790256728878,76.7254112918299,76.7254112918299,76.72541129182991,0,8192.0
16,train/val,4.224264109912125,2.565203503422115,4.147651467634284,31.036714592601488,41.93228767128036,70.92209938809565,0.9326379248066919,34.08583591176662,44.603752152965455,75.60799289498038,0.0009703787063705734,17.061625003814697,0:04:40,40.70979865553058,41.93228767128036,40.8610660959628,70.92209938809565,70.92209938809565,70.92209938809565,43.05059481257309,44.603752152965455,43.051437503877246,75.60799289498038,75.60799289498038,75.6079928949804,0,8192.0
17,train/val,3.952264473490093,2.4438381583794304,3.771065689947294,31.976070742953596,42.50892930149029,72.39929216673097,0.8517169437669044,35.52874106722062,45.52089468344769,77.89730209878773,0.0009685127798284653,16.96108603477478,0:04:57,41.761610795133706,42.50892930149029,41.821489856317356,72.39929216673097,72.39929216673097,72.39929216673097,44.405293186602776,45.52089468344769,44.76478127696099,77.89730209878773,77.89730209878773,77.89730209878773,0,8192.0
18,train/val,4.121891547804293,2.5725835898648137,3.873269787301188,31.708706275411714,42.51611656062897,71.24679049908157,0.863679547282611,35.79796631495025,45.68097208065742,78.30513787550335,0.0009666464537700486,17.3846116065979,0:05:14,41.8527794097056,42.51611656062897,41.83100101045053,71.24679049908157,71.24679049908157,71.24679049908157,44.783446929154884,45.68097208065742,44.81339770509276,78.30513787550335,78.30513787550335,78.30513787550335,0,8192.0
19,train/val,3.7244481107463008,2.3151101359854573,3.5233448704947596,33.96223197233182,44.6648316075372,73.9205872626029,0.875659884015552,35.920178686028606,47.457985097793255,77.26110657907526,0.0009647797272523526,17.28218650817871,0:05:31,44.42321547520826,44.6648316075372,44.355954487962286,73.9205872626029,73.9205872626029,73.9205872626029,45.115246647894885,47.457985097793255,45.439670503371524,77.26110657907526,77.26110657907526,77.26110657907526,0,8192.0
20,train/val,3.7081245054369387,2.322034460047017,3.465225056461666,34.14561934009646,44.97588971888332,73.66849265398402,0.7799705103448424,37.04008542460308,47.45659475449689,79.08553047691754,0.000962912599328147,17.3971905708313,0:05:49,45.042063072170876,44.97588971888332,44.79017109060899,73.66849265398402,73.66849265398402,73.66849265398402,45.85310549180802,47.45659475449689,46.295534926181624,79.08553047691754,79.08553047691754,79.08553047691754,0,8192.0
21,train/val,3.500611197689305,2.232279927186344,3.170828113089437,35.00831246005309,45.904762882175184,74.28194615857,0.7335874400176632,37.91764487496536,48.1860155753992,80.00392943942691,0.0009610450690459173,17.04624080657959,0:06:06,45.84129663258006,45.904762882175184,45.72495979849384,74.28194615857,74.28194615857,74.28194615857,47.18025912474725,48.1860155753992,47.329579393627675,80.00392943942691,80.00392943942691,80.00392943942691,0,8192.0
22,train/val,3.4373171562733855,2.1754538896291153,3.154658093400623,36.08151773683518,47.034556717147744,75.00168045132514,0.714504864636743,38.92079701992998,48.56333866790191,81.01424466276475,0.0009591771354498317,17.3690242767334,0:06:23,47.351322944512454,47.034556717147744,47.02881138882588,75.00168045132514,75.00168045132514,75.00168045132516,49.186092635912416,48.56333866790191,48.366039012303986,81.01424466276475,81.01424466276475,81.01424466276477,0,8192.0
23,train/val,3.3305626822554544,2.1346689307171367,2.989734333494435,36.50409413478624,47.34563278057583,75.51868113437959,0.7010665478647612,39.21680691797187,49.39284029062298,80.72638579280778,0.0009573087975797152,17.511632680892944,0:06:41,47.82624113632198,47.34563278057583,47.3765932250352,75.51868113437959,75.51868113437959,75.51868113437959,48.8914478955715,49.39284029062298,49.04768972542571,80.72638579280778,80.72638579280778,80.72638579280778,0,8192.0
24,train/val,3.1832370019477345,2.0292383387036943,2.8849966182656908,36.88463193594412,47.85488462310409,75.57067806909562,0.749525909889502,37.7598872533633,49.04269893447632,79.1483318158036,0.0009554400544710187,17.314735651016235,0:06:58,48.26949721516403,47.85488462310409,47.928205868630975,75.57067806909562,75.57067806909562,75.57067806909564,47.225831799063116,49.04269893447632,47.59530070831975,79.1483318158036,79.1483318158036,79.1483318158036,0,8192.0
25,train/val,3.0184737340263696,1.9232058414946431,2.7381696837103884,37.978463137667475,48.815810162221936,77.24688376780527,0.7506171717503851,38.493900826744586,49.99333883558845,79.56134852133341,0.00095357090515479,17.273895740509033,0:07:15,49.54969682182193,48.815810162221936,49.02202438245336,77.24688376780527,77.24688376780527,77.24688376780527,48.081132986832586,49.99333883558845,48.47410536198248,79.56134852133341,79.56134852133341,79.56134852133341,0,8192.0
26,train/val,3.0235735035460927,1.9531274088051007,2.6761152005713917,37.293138996629274,47.80321491922137,76.23359011380249,0.655871863742017,40.417809088907816,51.468572654672826,81.21185691294787,0.0009517013486576453,17.30847930908203,0:07:33,49.196246588357404,47.80321491922137,48.30409018949268,76.23359011380249,76.23359011380249,76.23359011380249,50.178426490298136,51.468572654672826,50.42634217927314,81.21185691294787,81.21185691294787,81.21185691294788,0,8192.0
27,train/val,2.8859810453394186,1.8678548912639203,2.545315310359001,37.64919859148447,48.36579012241278,76.60006172833556,0.6224449239482948,41.2061193088984,51.63661974529353,81.91636091797339,0.0009498313840017379,17.293657302856445,0:07:50,49.56318446064601,48.36579012241278,48.77383691370776,76.60006172833556,76.60006172833556,76.60006172833556,51.40933752190986,51.63661974529353,51.37255987985699,81.91636091797339,81.91636091797339,81.91636091797339,0,8192.0
28,train/val,2.8424886523381523,1.8536606003408846,2.4720700882051303,38.29555558616218,49.47717146468664,76.62159143414392,0.6137299367827337,41.27428019871388,51.40001523846064,82.22323234352731,0.0009479610102047265,17.318378448486328,0:08:07,50.18741597487731,49.47717146468664,49.66647307019381,76.62159143414392,76.62159143414392,76.62159143414391,51.48322604299598,51.40001523846064,51.296495242669984,82.22323234352731,82.22323234352731,82.22323234352731,0,8192.0
