Epoch,Phase,Train_Total_Loss,Train_Main_OHEM_Loss,Train_Aux_Loss,Validation_Loss,Train_mIoU,Validation_mIoU,Train_mAcc,Validation_mAcc,Train_aAcc,Validation_aAcc,Train_Precision_Macro,Validation_Precision_Macro,Train_Recall_Macro,Validation_Recall_Macro,Train_F1_Macro,Validation_F1_Macro,Train_Precision_Micro,Validation_Precision_Micro,Train_Recall_Micro,Validation_Recall_Micro,Train_F1_Micro,Validation_F1_Micro,Learning_Rate,Epoch_Time_sec,Cumulative_Training_Time
50,train/val,1.1431688040494918,0.9079423457384109,0.5880661383271217,0.30990750473474077,53.749527428358626,41.93068102206137,61.30366975207323,48.0936615114534,89.61213770523584,89.59433293496676,75.80400901785845,61.568496567373344,61.30366975207323,48.0936615114534,68.45319242251195,64.5910765325747,89.61213770523584,89.59433293496676,89.61213770523584,89.59433293496676,89.61213770523584,89.59433293496676,0.000953456761889437,7.725613594055176,0:06:16
51,train/val,1.1556666135787963,0.9184893518686295,0.5929431341588497,0.29934300990029333,51.09553181531928,43.04034042890959,58.45981491354427,49.261694860200755,89.46615576158251,89.98607732675798,73.35380790504168,61.37902300307555,58.45981491354427,49.261694860200755,66.73461761249764,66.09349341220063,89.46615576158251,89.98607732675798,89.46615576158251,89.98607732675798,89.46615576158251,89.98607732675798,0.0009525220221599238,7.440783500671387,0:06:24
52,train/val,1.1208938732743263,0.8808561161160469,0.6000944055616856,0.3157267037244482,53.48592829034145,42.26819310734619,61.174828475459634,49.265953459809396,89.86946413993567,89.52995665974342,73.14225851310742,59.194305564508845,61.174828475459634,49.265953459809396,69.39372773302836,65.11280044010779,89.86946413993567,89.52995665974342,89.86946413993567,89.52995665974342,89.86946413993567,89.52995665974342,0.0009515871804982319,7.432842969894409,0:06:31
53,train/val,1.153945180773735,0.9206355705857276,0.583273996412754,0.31202814690916764,51.09481269567936,42.75924335390278,59.096421791651075,49.57934589054705,89.53110664241129,89.431400598959,70.40475931473595,60.058626568747954,59.096421791651075,49.57934589054705,66.58512997323689,65.94102774408984,89.53110664241129,89.431400598959,89.53110664241129,89.431400598959,89.53110664241129,89.431400598959,0.0009506522367819562,7.418792247772217,0:06:38
54,train/val,1.1342796400189399,0.9052598223090171,0.5725495405495167,0.3076056699262935,54.996759152780704,42.56266785464664,63.217520207177955,49.435486284378136,90.01097460396508,89.58814162824932,72.35057049591154,59.91256073559964,63.217520207177955,49.435486284378136,70.27155880733388,65.43838978025084,90.01097460396508,89.58814162824932,90.01097460396508,89.58814162824932,90.01097460396507,89.58814162824932,0.0009497171908884106,7.406680345535278,0:06:46
55,train/val,1.1345588266849518,0.9152283564209938,0.5483261801302433,0.3146804462237301,50.37679337411488,42.68148909204608,57.833151023699735,49.23885059554025,90.00476410220021,89.49125544499351,74.51431678710262,61.013202274204005,57.833151023699735,49.23885059554025,65.78971504714374,65.81089621767916,90.00476410220021,89.49125544499351,90.00476410220021,89.49125544499351,90.00476410220021,89.49125544499351,0.0009487820426946283,7.757134437561035,0:06:54
56,train/val,1.178684262931347,0.9371051847934723,0.6039476655423641,0.29286480047057817,54.42616114144454,42.65440995042873,61.72291158673121,49.19790027411694,89.58135909332404,90.20454279918297,73.18095517593912,60.954907602489136,61.72291158673121,49.19790027411694,69.6389422256256,65.55982606713518,89.58135909332404,90.20454279918297,89.58135909332404,90.20454279918297,89.58135909332404,90.20454279918297,0.0009478467920773586,7.743284225463867,0:07:01
57,train/val,1.1003217846155167,0.876853746175766,0.558670061826706,0.30465326204958104,52.707646733647415,42.36479503525243,61.163689074726726,48.85739791103315,89.88379734569693,89.6052121038493,72.37883641479196,61.663101721459725,61.163689074726726,48.85739791103315,68.72898036069408,65.24799208554286,89.88379734569693,89.6052121038493,89.88379734569693,89.6052121038493,89.88379734569693,89.6052121038493,0.0009469114389130667,7.562841415405273,0:07:09
58,train/val,1.1479669973254203,0.9073812007904053,0.6014644756913186,0.3046884004284068,54.79711474713618,43.9704771877029,62.96698860665789,51.11348276689084,89.66531016984402,89.78838823753803,78.07353836389112,60.88300677516125,62.96698860665789,51.11348276689084,70.42945972977509,67.59143802883148,89.66531016984402,89.78838823753803,89.66531016984402,89.78838823753803,89.66531016984402,89.78838823753803,0.0009459759830779346,7.549730062484741,0:07:16
59,train/val,1.1414538964629173,0.9096273839473724,0.5795662760734558,0.2897876190051258,53.55287447024539,43.87812645643782,61.352518276302185,50.65019728431647,90.09715363449331,90.22583512461448,73.75622978368678,64.34087039520712,61.352518276302185,50.65019728431647,68.08799841801553,67.32388262299588,90.09715363449331,90.22583512461448,90.09715363449331,90.22583512461448,90.09715363449331,90.22583512461449,0.0009450404244478567,7.572264671325684,0:07:24
60,train/val,1.0913604170084,0.8818672284483909,0.5237329602241516,0.3214749571906646,54.10675178264736,42.45483338146928,62.47458836429152,50.38342818258901,90.13597261512015,89.45339749065673,76.23113293977757,58.79853302912055,62.47458836429152,50.38342818258901,69.65784258448461,66.0366264147754,90.13597261512015,89.45339749065673,90.13597261512015,89.45339749065673,90.13597261512015,89.45339749065673,0.000944104762898442,7.675671100616455,0:07:32
