epoch,phase,train_total_loss,train_seg_loss,train_detail_loss,train_epnet_loss,train_miou,train_macc,train_aacc,val_total_loss,val_miou,val_macc,val_aacc,learning_rate,epoch_time_sec,total_training_time_str,train_Precision_Macro,train_Recall_Macro,train_F1_Macro,train_Precision_Micro,train_Recall_Micro,train_F1_Micro,val_Precision_Macro,val_Recall_Macro,val_F1_Macro,val_Precision_Micro,val_Recall_Micro,val_F1_Micro
11,train/val,3.82721551656723,2.9389080882072447,0.8883074283599853,0.0,10.612162086882597,19.203771105308277,25.61455793320009,2.030592384934425,10.254438050897765,18.91623526614484,24.741349024829866,0.0004959072251768608,11.524123191833496,0:02:09,16.814140022119712,19.203771105308277,16.582738962902003,40.78278561760576,40.78278561760576,40.78278561760576,17.522337909997496,18.91623526614484,15.672181760289005,39.6682402719648,39.6682402719648,39.6682402719648
12,train/val,3.68235325217247,2.8125773072242737,0.8697759509086609,0.0,11.188371028619077,18.862729534278788,25.70161683809364,1.967751681804657,11.21001599618258,16.861707012660958,36.878320364135604,0.0004918106937361449,11.65519094467163,0:02:21,18.444783353853715,18.862729534278788,17.162069819850167,40.89305688278913,40.89305688278913,40.89305688278913,20.72670106878965,16.861707012660958,16.54991513020403,53.88482305456217,53.88482305456217,53.88482305456217
13,train/val,3.707889473438263,2.84205961227417,0.8658298850059509,0.0,12.456126925651393,20.808339946245997,31.44611455727402,1.9901849806308747,12.76756804605148,21.39317824063635,32.72872299789312,0.0004877103673971977,11.591382026672363,0:02:33,18.776176667122236,20.808339946245997,18.787317836711022,47.846396469288166,47.846396469288166,47.846396469288166,18.840798882004464,21.39317824063635,18.34321493172103,49.316714963667124,49.316714963667124,49.316714963667124
14,train/val,3.634985142946243,2.7755719840526583,0.8594131395220757,0.0,11.65558115665533,20.00609710533342,28.123217842893833,1.970125076174736,10.688569658337288,17.820713726574883,29.12264519961001,0.00048360620712767913,11.497337818145752,0:02:44,19.597628449676563,20.00609710533342,17.956499109437217,43.900267752217786,43.900267752217786,43.90026775221779,20.14133713517074,17.820713726574883,15.863079692581628,45.10850154067006,45.10850154067006,45.10850154067006
15,train/val,3.612414425611496,2.7630873799324034,0.8493270546197891,0.0,12.108398982831407,22.11813714049089,30.861544356650167,1.9884559035301208,11.715179155941643,21.26185176345872,27.084096384471877,0.0004794981731215683,11.634408712387085,0:02:56,19.56395078324672,22.11813714049089,18.36693127680716,47.166712739596115,47.166712739596115,47.166712739596115,20.08580838612548,21.26185176345872,17.84017379698385,42.62389575881066,42.62389575881066,42.62389575881066
16,train/val,3.531846421957016,2.6959682404994965,0.8358781814575196,0.0,14.417005560428562,24.33972228510451,32.9862651200282,1.9968767046928406,11.11970410098887,21.13643853225189,28.291774547555065,0.0004753862247763094,11.488082885742188,0:03:07,23.307240693391453,24.33972228510451,21.47055282196858,49.608529257147104,49.608529257147104,49.608529257147104,20.28668796643496,21.13643853225189,17.066320328623718,44.1053600627652,44.1053600627652,44.1053600627652
17,train/val,3.5089294254779815,2.674805682897568,0.8341237589716911,0.0,14.809881631551045,24.385451724920387,34.205440644182566,1.938536474108696,13.05308178171159,24.054893078768764,26.303575857387667,0.0004712703206690562,11.517671823501587,0:03:19,23.501863588117086,24.385451724920387,22.02511293431953,50.97474510719887,50.97474510719887,50.97474510719887,20.48061274410555,24.054893078768764,18.949042877615,41.65135575747697,41.65135575747697,41.65135575747697
18,train/val,3.5182578325271607,2.6879344820976256,0.8303233548998833,0.0,12.867684580302925,22.896651190979576,27.259750021568735,2.0423754513263703,10.34932531508583,21.71091487590053,22.775077807735652,0.00046715041853197004,11.608546495437622,0:03:30,21.243260292970472,22.896651190979576,19.428945807835095,42.84111829065921,42.84111829065921,42.84111829065921,20.163261852943506,21.71091487590053,16.40855069972435,37.10049012292407,37.10049012292407,37.10049012292407
19,train/val,3.48039573431015,2.6525115013122558,0.8278842270374298,0.0,13.217600076937025,25.036645878013974,27.67346024846859,2.0005575865507126,9.841354988766241,19.880879254251933,17.138392536711443,0.00046302647522652464,11.365997076034546,0:03:42,22.640880936124514,25.036645878013974,20.629118824624,43.35037241821841,43.35037241821841,43.350372418218406,20.452675253238446,19.880879254251933,15.597769658643305,29.261785424177184,29.261785424177184,29.261785424177184
20,train/val,3.4858480513095857,2.6578475296497346,0.8280005469918251,0.0,13.64109851229996,25.053254281106334,24.6023628003466,1.9597859799861908,15.23467305204172,23.631288804925727,38.61202449685177,0.00045889844671676683,11.612813234329224,0:03:53,24.580834544034524,25.053254281106334,20.645164739159927,39.48940011638072,39.48940011638072,39.48940011638072,23.25579167401041,23.631288804925727,21.861472309320128,55.7123736371497,55.7123736371497,55.7123736371497
21,train/val,3.426392990350723,2.611467444896698,0.8149255454540253,0.0,14.252156067741328,23.972451884597593,29.586390836117317,1.836586457490921,18.473697463920587,26.573128213749953,49.92765944439442,0.00045476628804148113,11.4476957321167,0:04:05,24.843160399782626,23.972451884597593,21.890176639315378,45.66280555422526,45.66280555422526,45.66280555422526,27.147404141116716,26.573128213749953,24.52603358473035,66.60233292431505,66.60233292431505,66.60233292431505
22,train/val,3.396881157159805,2.5762216687202453,0.8206594988703728,0.0,17.67986546769873,29.86075302599356,35.89983067964969,1.7999082416296006,14.527185894097745,24.30055048031427,32.71914082063581,0.0004506299532851997,11.45413589477539,0:04:16,25.696481142080803,29.86075302599356,25.39487618517536,52.83278205735912,52.83278205735912,52.83278205735912,24.144678444702127,24.30055048031427,21.382302281035667,49.30583579478459,49.30583579478459,49.30583579478459
23,train/val,3.371310478448868,2.5572821319103243,0.8140283361077308,0.0,15.634351745639277,27.009214931750087,30.489683908517502,1.8355205833911896,14.81569180887507,28.27826323888359,28.922346441157192,0.0004464893955480001,11.664241790771484,0:04:28,24.918020078081803,27.009214931750087,23.389151165933512,46.731179040778315,46.731179040778315,46.731179040778315,24.2783931246374,28.27826323888359,21.498374908725488,44.86785610027343,44.86785610027343,44.86785610027343
24,train/val,3.3928831219673157,2.585354375839233,0.8075287446379662,0.0,15.753780874028092,28.975673910340788,32.51169989466195,1.8254602342844009,17.802825254941947,27.354654362563878,43.53750426674174,0.00044234456691402425,11.571278810501099,0:04:39,24.019598538125937,28.975673910340788,23.25780151079785,49.069931063455684,49.069931063455684,49.069931063455684,26.510739424990405,27.354654362563878,24.59941953279343,60.66359379613314,60.66359379613314,60.66359379613314
25,train/val,3.3266016602516175,2.5170423090457916,0.8095593467354775,0.0,16.806202908133706,29.283243299400567,35.28442083974841,1.7426756501197815,18.192350538204003,29.71112137041225,38.519070366349126,0.0004381954184186534,11.393513202667236,0:04:51,25.03484885391465,29.283243299400567,24.553048312228785,52.16331728476655,52.16331728476655,52.16331728476655,26.78098853320097,29.71112137041225,25.325435244074786,55.61554847931854,55.61554847931854,55.61554847931854
26,train/val,3.326094365119934,2.5174507677555082,0.8086435765027999,0.0,17.481816372854837,29.193969175995722,33.6684746780672,1.7786194115877152,14.944706977391183,23.43551703358626,35.888019419817866,0.00043404190001426464,11.448366641998291,0:05:02,28.768068978622015,29.193969175995722,25.630779068600145,50.376088691302535,50.376088691302535,50.376088691302535,26.398378304553223,23.43551703358626,21.561832304350794,52.81999042011789,52.81999042011789,52.81999042011789
27,train/val,3.2740232765674593,2.4710380375385284,0.8029852285981178,0.0,17.054035473210455,26.589248829755306,34.9311112407975,1.7591628432273865,16.269073198965977,27.212916454505816,40.1619236346463,0.0004298839605344933,11.393913507461548,0:05:14,31.484073007303753,26.589248829755306,25.349938485085012,51.776215165766445,51.776215165766445,51.776215165766445,25.407567969653222,27.212916454505816,23.88572565832998,57.3078944597458,57.3078944597458,57.3078944597458
28,train/val,3.3149382710456847,2.510642147064209,0.8042961254715919,0.0,16.54660969806455,29.902157302986254,32.77038227797396,1.698521539568901,17.99824219991307,30.309708584708687,39.58921512558773,0.00042572154765691873,11.447502613067627,0:05:25,25.37469629558905,29.902157302986254,24.806351455040552,49.36399476407989,49.36399476407989,49.36399476407989,26.722616486343494,30.309708584708687,25.808006905057308,56.72245537016525,56.72245537016525,56.72245537016525
29,train/val,3.2490490674972534,2.443008655309677,0.8060404092073441,0.0,18.598063704848496,30.661456787602642,35.101514012216676,1.6985757976770401,17.995037131508816,29.15918818778086,43.00138080510338,0.00042155460786408603,11.48505449295044,0:05:37,28.226943060789147,30.661456787602642,27.494010568024187,51.96316898275853,51.96316898275853,51.96316898275853,28.159687380220475,29.15918818778086,25.503430419451455,60.14121061349748,60.14121061349748,60.14121061349748
30,train/val,3.308596932888031,2.5027918338775637,0.8058051139116287,0.0,19.581734140479874,31.20826804976382,39.18508515686334,1.7173825591802596,19.1483740353859,29.905856092835354,43.17337106327865,0.0004173830864027709,11.442989349365234,0:05:48,31.910835783543156,31.20826804976382,28.377738128251707,56.306442766768086,56.306442766768086,56.306442766768086,27.47668267974571,29.905856092835354,26.762935521130338,60.30921915528163,60.30921915528163,60.30921915528163
31,train/val,3.2652468264102934,2.4612031400203707,0.8040436983108521,0.0,20.199588421326403,33.36335980424055,39.861963939309405,1.716258928179741,16.976708157882612,25.428439148525555,45.648781524048104,0.00041320692724138675,11.46744179725647,0:05:59,29.18590909920555,33.36335980424055,29.198393967026753,57.00186500542319,57.00186500542319,57.00186500542319,26.804321329496567,25.428439148525555,24.103462036806718,62.683368918552915,62.683368918552915,62.683368918552915
32,train/val,3.250129681825638,2.45003741979599,0.8000922650098801,0.0,17.728051902038484,27.755287285049118,41.35594514799486,1.7297453969717025,16.138382512876536,26.607544482280375,33.78937063504897,0.00040902607302542923,11.347354888916016,0:06:11,26.357766526005435,27.755287285049118,25.19699617053969,58.51320240503022,58.51320240503022,58.51320240503022,27.156559807970954,26.607544482280375,23.588211127585787,50.51129319864985,50.51129319864985,50.51129319864985
