Experiment Name,Best Epoch,Best Val mIoU (%),Final aAcc (%),Final mAcc (%),Total Params (M),Train Time
Run_3_Swin_PMA_Full,1,81.9,96.55,86.33,68.73,"1 day, 10:52:57"
