Epoch,Train_Total_Loss,Train_Main_Loss,Train_Aux_Loss,Validation_Loss,Train_mIoU,Validation_mIoU,Train_mAcc,Validation_mAcc,Train_aAcc,Validation_aAcc,Train_Precision_Macro,Validation_Precision_Macro,Train_Recall_Macro,Validation_Recall_Macro,Train_F1_Macro,Validation_F1_Macro,Train_Precision_Micro,Validation_Precision_Micro,Train_Recall_Micro,Validation_Recall_Micro,Train_F1_Micro,Validation_F1_Micro,Learning_Rate,Epoch_Time_sec,Cumulative_Training_Time
11,1.0199780948785784,0.8503910212325986,0.42396767417416126,0.2200310549438,57.60755411131273,64.13897448595381,65.87404538403646,75.55067432777894,92.90153817759402,93.31520828256714,77.63734618502266,79.15449108358851,65.87404538403646,75.55067432777894,70.3846993294013,76.68136300098709,92.90153817759402,93.31520828256714,92.90153817759402,93.31520828256714,92.90153817759402,93.31520828256714,0.009795370452042037,271.6843419075012,0:49:54
12,0.9872918106520344,0.8302352400578022,0.39264142090390813,0.20519676481187343,60.296996675583436,62.88717118481774,68.95936655849138,72.86805888135959,93.43522121057005,93.85677795205282,78.9246759753341,79.61425913072489,68.95936655849138,72.86805888135959,72.98545804024423,75.075843707653,93.43522121057005,93.85677795205282,93.43522121057005,93.85677795205282,93.43522121057005,93.85677795205284,0.009776730672550268,272.2116882801056,0:54:26
13,0.980271358636697,0.823944076605106,0.390818198364937,0.19574151556193828,60.43039889336864,66.345734889822,68.8662062683797,77.23748605826745,93.452254588991,94.22847765504541,79.60258208269548,80.62091319536859,68.8662062683797,77.23748605826745,73.20976254824222,78.26952778982103,93.452254588991,94.22847765504541,93.452254588991,94.22847765504541,93.452254588991,94.22847765504541,0.009758086943598695,269.4146625995636,0:58:55
14,0.9760672013151942,0.8174002920130234,0.3966672691768981,0.1947494721338153,61.24232759160198,65.8843963894141,69.85659960378844,75.84136953013355,93.40341761242212,94.25949284213397,79.73931627431065,81.92192522466148,69.85659960378844,75.84136953013355,73.91280839452376,77.92626486182735,93.40341761242212,94.25949284213397,93.40341761242212,94.25949284213397,93.40341761242213,94.25949284213397,0.009739439255962665,269.4109570980072,1:03:25
15,0.9542754088661858,0.8069374415605118,0.3683449102073367,0.19407662031054496,62.522187207243995,66.24970175756427,71.05232415353868,77.92513629763242,93.70770196003252,94.23416303659718,80.74106390468279,79.67512697564553,71.05232415353868,77.92513629763242,75.07986717554122,78.25216484013451,93.70770196003252,94.23416303659718,93.70770196003252,94.23416303659718,93.70770196003252,94.23416303659718,0.009720787600376351,268.7171847820282,1:07:53
16,0.9533233103851544,0.8054013790984882,0.36980482144249954,0.1955605818629265,63.31208396855739,68.29502503143846,71.84761048411093,78.51484148662004,93.75990957372017,94.15545568133032,81.28628407177946,82.00577489891775,71.84761048411093,78.51484148662004,75.7911574975347,80.02061278465033,93.75990957372017,94.15545568133032,93.75990957372017,94.15545568133032,93.75990957372017,94.15545568133032,0.009702131967532437,268.113929271698,1:12:21
17,0.930350541707727,0.7901041562234946,0.350615958720145,0.18037438050657512,64.67243580962713,68.98317039594927,73.334964045157,80.1909156018581,94.12670057637543,94.56308464899446,81.8408476418348,81.22390507869342,73.334964045157,80.1909156018581,77.00925961242335,80.50332877454731,94.12670057637543,94.56308464899446,94.12670057637543,94.56308464899446,94.12670057637543,94.56308464899446,0.009683472348081775,270.44401955604553,1:16:52
18,0.9324712187312318,0.795704136138485,0.34191770231314933,0.1828231646567583,65.42877250747901,69.49505306587326,73.98624237089936,78.01969053123709,94.19747901424972,94.60101779910786,82.33627239688835,84.67236687387481,73.98624237089936,78.01969053123709,77.61956046008045,80.83975356245479,94.19747901424972,94.60101779910786,94.19747901424972,94.60101779910786,94.19747901424972,94.60101779910786,0.009664808732633237,270.6756570339203,1:21:23
19,0.9201705559396711,0.7861307508687325,0.3350995080626965,0.18362018313258888,65.21351669447569,68.76916617036566,73.56485031176095,77.56459824888265,94.25271195537222,94.60807981593487,82.55264634673007,84.37634639131385,73.56485031176095,77.56459824888265,77.41802565304067,80.22963689199322,94.25271195537222,94.60807981593487,94.25271195537222,94.60807981593487,94.25271195537222,94.60807981593487,0.009646141111753355,268.59430480003357,1:25:51
20,0.9243573407919998,0.7886555832187522,0.3392543915882156,0.17967927678674459,65.33456111189648,69.53124139253063,73.80475030927929,78.75935315236292,94.18569427168522,94.68625762898877,82.50354869872555,84.03143590626601,73.80475030927929,78.75935315236292,77.52766431099073,80.90983428503353,94.18569427168522,94.68625762898877,94.18569427168522,94.68625762898877,94.18569427168522,94.68625762898877,0.00962754477289464,272.8965940475464,1:30:24
21,0.9176167402198512,0.7811137263455804,0.34125753042677065,0.17833897465467452,65.66049661197528,70.13361313007154,74.5135837009338,80.53188914439377,94.1055772751915,94.79684471225531,82.17825328387246,83.09498216697187,74.5135837009338,80.53188914439377,77.83743737160908,81.41264268015598,94.1055772751915,94.79684471225531,94.1055772751915,94.79684471225531,94.1055772751915,94.79684471225531,0.0096088691289276,268.74747824668884,1:34:53
22,0.9048084943544649,0.7751996486316853,0.32402210960712063,0.17855035619437695,66.97710746840751,70.30238833189225,75.33724848725313,79.91253706607449,94.42695071999263,94.83531252988729,83.6091090670948,83.57127267782589,75.33724848725313,79.91253706607449,78.92014084003961,81.44096489483897,94.42695071999263,94.83531252988729,94.42695071999263,94.83531252988729,94.42695071999263,94.83531252988729,0.009590189451010646,268.6338427066803,1:39:21
23,0.8977382016526667,0.7684184733500157,0.3232993156810134,0.17752389113605022,67.20169477208641,70.10525089488443,75.6215586450754,79.9824765254369,94.55078992334545,94.78854400720812,83.63262802614709,83.5012247416503,75.6215586450754,79.9824765254369,79.08887203320437,81.25528918362087,94.55078992334545,94.78854400720812,94.55078992334545,94.78854400720812,94.55078992334545,94.78854400720812,0.009571505729538307,268.67441415786743,1:43:50
24,0.8933409510559898,0.7696571402407045,0.30920952380144445,0.17899627474695445,67.41044040961826,70.6624947905951,75.89087956363805,81.64122808379803,94.68643824528199,94.80385002357352,83.54646328509186,82.25126727808218,75.89087956363805,81.64122808379803,79.19339990303244,81.77569950801603,94.68643824528199,94.80385002357352,94.68643824528199,94.80385002357352,94.68643824528199,94.80385002357352,0.009552817954861396,268.2349853515625,1:48:18
25,0.8987157399532534,0.7699967066593915,0.32179758002293857,0.1702948760986328,67.63360915524274,71.76859691525564,75.93815135470173,81.72349007528554,94.50971393850106,95.01880555867398,83.88758829104115,83.87660168649762,75.93815135470173,81.72349007528554,79.42873213174214,82.6302720225938,94.50971393850106,95.01880555867398,94.50971393850106,95.01880555867398,94.50971393850106,95.01880555867398,0.009534126117286655,268.6331079006195,1:52:47
26,0.8927997986422181,0.7653965764223688,0.31850805198216325,0.18602934701740742,68.82866520557543,70.40541735752046,77.04038325367875,81.01792496618617,94.62678806754835,94.75058195909504,84.68956584578228,82.75691115025798,77.04038325367875,81.01792496618617,80.39516249459693,81.61688228923983,94.62678806754835,94.75058195909504,94.62678806754835,94.75058195909504,94.62678806754835,94.75058195909504,0.00951550560200208,267.99597096443176,1:57:15
27,0.8850315460721037,0.7614448643524373,0.3089666984870118,0.16674417615681886,68.53260915037133,72.71016106914591,76.90058835571001,82.43309637142349,94.78548072622362,95.21808594635654,84.27352135650615,84.60070267483555,76.90058835571001,82.43309637142349,80.16559602016102,83.27252537035088,94.78548072622362,95.21808594635654,94.78548072622362,95.21808594635654,94.78548072622362,95.21808594635654,0.009496805625855255,267.8149275779724,2:01:43
28,0.8776781719927028,0.7573995860976185,0.300696464772784,0.1734881208240986,69.67546037177806,71.19598754253354,77.95598931056071,81.42635666360692,94.81868506938181,94.96085241962881,84.98606636013734,83.8639570437615,77.95598931056071,81.42635666360692,81.09117160684123,82.06684660264807,94.81868506938181,94.96085241962881,94.81868506938181,94.96085241962881,94.81868506938181,94.96085241962881,0.009478101557503216,268.10565853118896,2:06:11
29,0.8725237948187422,0.7541526696107976,0.2959278105547064,0.17439321761578322,69.09245264748151,71.05683958548717,77.64668915996658,81.15084470373488,94.85868046130183,95.02776775529114,84.35923150114611,83.68945363791372,77.64668915996658,81.15084470373488,80.65904906624209,81.96539696344223,94.85868046130183,95.02776775529114,94.85868046130183,95.02776775529114,94.85868046130183,95.02776775529114,0.00945939338707367,267.09397530555725,2:10:38
30,0.8726931762879698,0.753901121134556,0.29698013630523407,0.1711289445385337,70.6738887309521,73.26023112866751,78.9935070010543,82.5445999564501,94.97070157209862,95.18321500276753,85.39322491822408,85.35272487345725,78.9935070010543,82.5445999564501,81.91165706784027,83.69542437837481,94.97070157209862,95.18321500276753,94.97070157209862,95.18321500276753,94.97070157209862,95.18321500276753,0.009440681104648749,267.18694496154785,2:15:05
31,0.8685879145962485,0.7487995013063516,0.29947103161637867,0.16799105681478976,70.97013566393852,72.2568864751519,79.2795320114938,81.73883974159094,94.99523371887729,95.08440947039618,85.58649382263438,84.99596190188065,79.2795320114938,81.73883974159094,82.13254602917708,82.96223195523032,94.99523371887729,95.08440947039618,94.99523371887729,95.08440947039618,94.99523371887729,95.08440947039617,0.00942196470026473,269.35735726356506,2:19:34
32,0.8682492324868223,0.7471891259016731,0.30265026334635586,0.17164956576377152,70.54509972946255,71.09619343000868,78.66991195921453,81.60118362449384,94.82154239411739,95.11134295134151,85.56052703627485,83.30249203780375,78.66991195921453,81.60118362449384,81.73761415172135,82.02546812262456,94.82154239411739,95.11134295134151,94.82154239411739,95.11134295134151,94.82154239411739,95.11134295134151,0.009403244163911648,268.8353886604309,2:24:03
