Epoch,Phase,Train_Total_Loss,Train_Native_Loss,Train_CE_Loss,Train_Lovasz_Loss,Train_Boundary_Loss,Train_mIoU,Val_Total_Loss,Val_CE_Loss,Val_mIoU,Val_mAcc,Val_aAcc,LR_Backbone,LR_Head,Epoch_Time_sec,Epoch_Time_min,Val_mIoU_pct,Val_mAcc_pct,Val_aAcc_pct,Train_mIoU_pct
32,2,13.652604474424916,,,,,0.8512804025183767,0.3884112021923065,0.3884112021923065,0.7913797717035467,0.8461752878378201,0.9633760121493036,3.1374929006245425e-06,3.117588890638717e-05,,,79.13797717035467,84.61752878378202,96.33760121493036,85.12804025183766
33,2,13.612158426439995,,,,,0.8498842081317977,0.41765968963503836,0.41765968963503836,0.8013905371354545,0.853220599364499,0.9646172553888387,3.0705675682086115e-06,3.049119127474739e-05,,,80.13905371354545,85.3220599364499,96.46172553888387,84.98842081317977
34,2,13.591241960326697,,,,,0.8469897934910172,0.40961920979619026,0.40961920979619026,0.794949803383734,0.8425420787960615,0.9636396371502167,3.0019436017943645e-06,2.9789115310663194e-05,,,79.4949803383734,84.25420787960614,96.36396371502167,84.69897934910172
35,2,13.635889109141408,,,,,0.8474751715022855,0.3804018937945366,0.3804018937945366,0.7945797160129693,0.8464582782705684,0.9632053187533932,2.931735219201448e-06,2.9070829550289546e-05,,,79.45797160129693,84.64582782705683,96.32053187533933,84.74751715022855
36,2,13.261458744197864,,,,,0.8520923496002312,0.39621520894765855,0.39621520894765855,0.7939929725245453,0.846349612578216,0.9634302128013037,2.860059275353889e-06,2.8337529509387658e-05,,,79.39929725245453,84.6349612578216,96.34302128013037,85.20923496002311
37,2,13.495768776337574,,,,,0.8508711905774442,0.38436007997393606,0.38436007997393606,0.7905579081219752,0.8404801562778986,0.9634962649046436,2.78703506778657e-06,2.7590435693506676e-05,,,79.05579081219753,84.04801562778987,96.34962649046436,85.08711905774442
38,2,13.352390889281303,,,,,0.8487667715202507,0.3999951572418213,0.3999951572418213,0.7951798041131745,0.8455398218668265,0.9628409302443192,2.712784138086299e-06,2.6830791566573202e-05,,,79.51798041131745,84.55398218668265,96.28409302443191,84.87667715202507
39,2,13.335353071126828,,,,,0.8528368359773695,0.3796055093407631,0.3796055093407631,0.7944118583685023,0.8510066137452172,0.9636131992972281,2.6374300695977974e-06,2.6059861481267798e-05,,,79.44118583685022,85.10066137452172,96.36131992972281,85.28368359773695
40,2,13.4470940360946,,,,,0.8557048132903596,0.38731723934412005,0.38731723934412005,0.8013397730392934,0.8513153059709727,0.96411380316237,2.561098281731431e-06,2.5278928574635052e-05,,,80.13397730392934,85.13153059709727,96.411380316237,85.57048132903596
41,2,13.418975832002149,,,,,0.8513704449873677,0.3654769385755062,0.3654769385755062,0.7978978304670644,0.8528030496153588,0.9644053599883307,2.4839158212149877e-06,2.4489292632428403e-05,,,79.78978304670645,85.28030496153588,96.44053599883307,85.13704449873677
42,2,13.243787541674862,,,,,0.8533710114017148,0.37199970680475236,0.37199970680475236,0.7982217151691183,0.85361176273039,0.9640194179334589,2.406011150636922e-06,2.3692267925745225e-05,,,79.82217151691184,85.36117627303899,96.40194179334588,85.33710114017148
43,2,13.169865952294868,,,,,0.857424902387635,0.4161235857009888,0.4161235857009888,0.8059231200334201,0.8609921991490017,0.9649666747340795,2.3275139346330674e-06,2.288918102355199e-05,,,80.59231200334202,86.09921991490017,96.49666747340795,85.74249023876351
44,2,13.212677241173381,,,,,0.8573319224438536,0.38960448068380354,0.38960448068380354,0.795753162569016,0.8540219528574052,0.9643382730094551,2.248554824072629e-06,2.2081368584741457e-05,,,79.5753162569016,85.40219528574052,96.43382730094551,85.73319224438536
45,2,13.263317767773687,,,,,0.8570412560925873,0.3735564883351326,0.3735564883351326,0.7994414411229102,0.8506680515183421,0.9636275817771435,2.169265238602739e-06,2.1270175133395692e-05,,,79.94414411229101,85.06680515183422,96.36275817771434,85.70412560925872
46,2,13.086278325050728,,,,,0.8572340754885452,0.39327768298983573,0.39327768298983573,0.7989490768559552,0.8509048982442569,0.9638436363086241,2.0897771479133824e-06,2.045695082095844e-05,,,79.89490768559551,85.09048982442569,96.38436363086241,85.72340754885452
47,2,13.100701987222289,,,,,0.8493892607521313,0.3774925686120987,0.3774925686120987,0.8014133361762148,0.8503718270896163,0.9642967373147479,2.0102228520868977e-06,1.9643049179041388e-05,,,80.14133361762148,85.03718270896164,96.42967373147478,84.93892607521313
48,2,13.36302041606608,,,,,0.854654871211803,0.383185575902462,0.383185575902462,0.7966343222890874,0.8495707433362402,0.9635363884140835,1.930734761397575e-06,1.8829824866604138e-05,,,79.66343222890873,84.95707433362402,96.35363884140835,85.46548712118029
49,2,12.979321771607594,,,,,0.8556968343700755,0.3710499388873577,0.3710499388873577,0.7977505017943335,0.8463710207493659,0.9640399518705888,1.8514451759277216e-06,1.801863141525842e-05,,,79.77505017943335,84.63710207493659,96.40399518705888,85.56968343700755
50,2,12.988666065603434,,,,,0.8569031475937527,0.3935192113518715,0.3935192113518715,0.7986260613652221,0.8503794497031308,0.964278821645438,1.7724860653673223e-06,1.7210818976447903e-05,,,79.8626061365222,85.03794497031308,96.4278821645438,85.69031475937527
51,2,13.15051720971298,,,,,0.858628880261171,0.3918495928049088,0.3918495928049088,0.8007193619829512,0.8513940737020345,0.9644528890191221,1.6939888493634977e-06,1.6407732074254665e-05,,,80.07193619829512,85.13940737020344,96.4452889019122,85.8628880261171
52,2,13.094459540104818,,,,,0.8586208001498935,0.36579657706618307,0.36579657706618307,0.7955083793719853,0.8460673515596968,0.9638074571035176,1.6160841787854656e-06,1.5610707367571447e-05,,,79.55083793719852,84.60673515596969,96.38074571035176,85.86208001498935
53,2,13.129531919675621,,,,,0.8534025841158833,0.36225638619065287,0.36225638619065287,0.7998924127729282,0.8493650649285812,0.9643803692163071,1.5389017182690514e-06,1.4821071425364772e-05,,,79.98924127729282,84.93650649285811,96.43803692163071,85.34025841158834
54,2,13.058045226612103,,,,,0.8565553359260791,0.36668169048428534,0.36668169048428534,0.7873287193195967,0.8407451692359601,0.963664438176884,1.4625699304027152e-06,1.4040138518732045e-05,,,78.73287193195966,84.07451692359601,96.36644381768839,85.65553359260791
55,2,13.045468084749633,,,,,0.8555213690770835,0.35571793603897095,0.35571793603897095,0.7977014962225748,0.8515022540633425,0.9640511293987661,1.3872158619142398e-06,1.3269208433426685e-05,,,79.77014962225748,85.15022540633424,96.40511293987662,85.55213690770836
56,2,12.977200635744568,,,,,0.8575900714731082,0.37134631133079526,0.37134631133079526,0.7967719241262398,0.8467519838825224,0.9641490020164686,1.3129649322139955e-06,1.2509564306493191e-05,,,79.67719241262398,84.67519838825224,96.41490020164686,85.75900714731081
57,2,12.91423781702161,,,,,0.858394408991906,0.361931009888649,0.361931009888649,0.8005476919088156,0.8515878199663957,0.9638710108929984,1.2399407246467038e-06,1.1762470490612258e-05,,,80.05476919088156,85.15878199663956,96.38710108929985,85.8394408991906
58,2,12.854810291115838,,,,,0.8572524895427509,0.3671991659104824,0.3671991659104824,0.8008050556188794,0.8541713331325034,0.9647334275285261,1.1682647807991616e-06,1.102917044971031e-05,,,80.08050556188793,85.41713331325033,96.4733427528526,85.72524895427509
59,2,13.12358044455656,,,,,0.8556632488371405,0.3834610016644001,0.3834610016644001,0.7996883960283192,0.8499693720777411,0.9638606414183215,1.0980563982062633e-06,1.0310884689336694e-05,,,79.96883960283192,84.99693720777411,96.38606414183215,85.56632488371405
60,2,13.018067028350933,,,,,0.8591915673097423,0.37923793369531633,0.37923793369531633,0.7982420180855945,0.8511390095595462,0.9643024209515147,1.0294324317920159e-06,9.608808725252497e-06,,,79.82420180855945,85.11390095595462,96.43024209515147,85.91915673097424
61,2,12.817636799956619,,,,,0.8583277523572598,0.38050201699137687,0.38050201699137687,0.7963803252085647,0.8478243729209464,0.9639201636642246,9.625070993760628e-07,8.924111093612675e-06,,,79.63803252085647,84.78243729209464,96.39201636642247,85.83277523572598
62,2,12.961874942933463,,,,,0.8578884426878941,0.3760880697965622,0.3760880697965622,0.8021769435068182,0.8527555269129115,0.9642854027559307,8.973917915694307e-07,8.25793140605283e-06,,,80.21769435068182,85.27555269129114,96.42854027559306,85.7888442687894
63,2,12.877107548088377,,,,,0.8498531727878516,0.3728898561894894,0.3728898561894894,0.8023761646320203,0.8526277396380473,0.9645103873145572,8.341948863757927e-07,7.611378452918214e-06,,,80.23761646320203,85.26277396380473,96.45103873145572,84.98531727878516
64,2,13.021866385056496,,,,,0.8573596521858571,0.36455575293302533,0.36455575293302533,0.7997455881490261,0.8517940038788994,0.9645183228143178,7.73021568806991e-07,6.985528357791521e-06,,,79.97455881490261,85.17940038788994,96.45183228143178,85.7359652185857
65,2,12.940655540602274,,,,,0.8644365455818729,0.3740593705177307,0.3740593705177307,0.7993429356358066,0.8470708213428833,0.9641056931841208,7.139736558129744e-07,6.381422786391466e-06,,,79.93429356358067,84.70708213428833,96.41056931841207,86.44365455818729
66,2,12.705796848789669,,,,,0.8586952356333443,0.38425303643941877,0.38425303643941877,0.8032694536389839,0.8541044133328847,0.9645229159605309,6.571494268175327e-07,5.800067212822976e-06,,,80.32694536389839,85.41044133328846,96.45229159605309,85.86952356333443
67,2,12.817098209340058,,,,,0.8626040511973722,0.3742083451151848,0.3742083451151848,0.803954071881493,0.8540728880690808,0.9646876618209603,6.026434601418946e-07,5.242429246064777e-06,,,80.3954071881493,85.40728880690807,96.46876618209603,86.26040511973721
68,2,12.924337643621428,,,,,0.8584315019324072,0.3675695199072361,0.3675695199072361,0.8037991505344464,0.853514415320876,0.964697205794288,5.505464755884427e-07,4.709437019479711e-06,,,80.37991505344463,85.3514415320876,96.4697205794288,85.84315019324073
69,2,12.877757645487064,,,,,0.8609760179736398,0.378816231995821,0.378816231995821,0.8033524648938664,0.8540062402335039,0.9645964411956366,5.009451834465575e-07,4.2019776460283444e-06,,,80.33524648938663,85.40062402335039,96.45964411956366,86.09760179736398
70,2,12.833331705502559,,,,,0.8636369631649075,0.3653568343222141,0.3653568343222141,0.802058740113426,0.851143311700348,0.9644794893552032,4.539221401718998e-07,3.720895741757064e-06,,,80.2058740113426,85.1143311700348,96.44794893552032,86.36369631649075
71,2,12.740187653135596,,,,,0.860195673236472,0.3665666109621525,0.3665666109621525,0.8025947698496789,0.8527252889412735,0.9646890674632843,4.0955561097933434e-07,3.266992020017938e-06,,,80.25947698496789,85.27252889412735,96.46890674632843,86.0195673236472
72,2,12.81101710345814,,,,,0.8597185866530633,0.3789842410385609,0.3789842410385609,0.8016700069631854,0.8521119465355644,0.9644976580183215,3.67919439578207e-07,2.841021958760438e-06,,,80.16700069631854,85.21119465355645,96.44976580183216,85.97185866530633
73,2,12.888999279986795,,,,,0.8639567764702241,0.3698557308614254,0.3698557308614254,0.8015923044052955,0.851864118545035,0.9644557144801472,3.290829252667756e-07,2.443694543112891e-06,,,80.15923044052956,85.18641185450349,96.44557144801472,86.39567764702241
74,2,12.556658355838593,,,,,0.8627788895388615,0.37246449050307273,0.37246449050307273,0.8010814704870393,0.8524398001242981,0.9646321667566726,2.931107075903682e-07,2.0756710853467324e-06,,,80.10814704870393,85.24398001242982,96.46321667566727,86.27788895388615
75,2,12.738697234463515,,,,,0.8645256138077645,0.3730078191161156,0.3730078191161156,0.8028640037771239,0.8532151890381107,0.964704307068775,2.6006265875524043e-07,1.7375641241875276e-06,,,80.28640037771238,85.32151890381107,96.4704307068775,86.45256138077644
76,2,12.825073814584492,,,,,0.8634722671672229,0.3701745621263981,0.3701745621263981,0.8031726578359929,0.8533563841112235,0.9646323630449724,2.2999378397719292e-07,1.4299364053045912e-06,,,80.3172657835993,85.33563841112235,96.46323630449723,86.34722671672229
77,2,12.840432450526018,,,,,0.8652911951135881,0.3728422690927982,0.3728422690927982,0.8037906236410057,0.8527784557720576,0.9647507815952008,2.0295412993082128e-07,1.1532999446764734e-06,,,80.37906236410058,85.27784557720575,96.47507815952008,86.52911951135881
78,2,12.653204664257283,,,,,0.8661420544921233,0.3714355627000332,0.3714355627000332,0.8027214911544517,0.8517853722092908,0.9646973562819844,1.7898870145176538e-07,9.081151763908512e-07,,,80.27214911544517,85.17853722092909,96.46973562819844,86.61420544921233
79,2,12.805945170991919,,,,,0.8643806949191407,0.370559242606163,0.370559242606163,0.8030764345080743,0.852490729623986,0.9647483105436057,1.581373866306002e-07,6.947901862974676e-07,,,80.30764345080743,85.2490729623986,96.47483105436056,86.43806949191408
80,2,12.905887750626894,,,,,0.8615753516392276,0.37392899954319,0.37392899954319,0.8038433205785439,0.8542291786284282,0.9648690398433177,1.4043489042304687e-07,5.136800327894868e-07,,,80.3843320578544,85.42291786284282,96.48690398433178,86.15753516392276
